LIMS Auftrag;Probe;Probenahmedatum;Probenahmezeit;Gauss Hoch;Gauss Rechts;Entnahmestelle;Externe Bezeichnung;Anzeigewert;Einheit
2014-3377;0002;07.10.2014;10:40:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Sauerstoff;9,1;mg/l
2014-0322;0007;27.01.2014;10:30:00;374229,38;5659632,07;Schaffeldsiefen (10a);;11,0;
2014-0252;0018;28.01.2014;10:20:00;374556,98;5659393,1;Boje C Sondenparameter 08;;11,9;
2014-2453;0001;21.07.2014;09:20:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Sauerstoff;9,4;mg/l
2014-3747;0006;28.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;Sauerstoff;8,9;mg/l
2014-1856;0004;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 04;Sauerstoff;10,9;mg/l
2014-4262;0006;02.12.2014;11:05:00;380443,57;5661900,45;Purder Bach;Sauerstoff;12,1;mg/l
2014-0252;0029;28.01.2014;10:55:00;375415,4;5659285,28;Boje D Sondenparameter 09;;12,0;
2014-3512;0003;06.10.2014;09:25:00;372999,81;5657660,2;Breibach (12a);Sauerstoff;9,9;mg/l
2014-0364;0008;04.02.2014;10:30:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;;12,4;
2014-0324;0001;28.01.2014;09:50:00;374602,6;5656933,45;Osbach (1a);;11,2;
2014-0252;0019;28.01.2014;10:20:00;374556,98;5659393,1;Boje C Sondenparameter 09;;11,8;
2014-3662;0034;20.10.2014;11:40:00;376510,19;5660027,58;Boje E Sondenparameter 04;Sauerstoff;9,7;mg/l
2014-0252;0020;28.01.2014;10:20:00;374556,98;5659393,1;Boje C Sondenparameter 10;;11,7;
2014-0252;0012;28.01.2014;10:20:00;374556,98;5659393,1;Boje C Sondenparameter 02;;12,1;
2014-0141;0011;21.01.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 35m;;11,6;
2014-3945;0004;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 04;Sauerstoff;9,5;mg/l
2014-3662;0024;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 04;Sauerstoff;9,5;mg/l
2014-3662;0014;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 04;Sauerstoff;9,4;mg/l
2014-3662;0026;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 06;Sauerstoff;9,5;mg/l
2014-3291;0025;23.09.2014;10:40:00;375415,4;5659285,28;Boje D Sondenparameter 05;Sauerstoff;9,7;mg/l
2014-3662;0035;20.10.2014;11:40:00;376510,19;5660027,58;Boje E Sondenparameter 05;Sauerstoff;9,7;mg/l
2014-3662;0006;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 06;Sauerstoff;9,1;mg/l
2014-3662;0004;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 04;Sauerstoff;9,2;mg/l
2014-3662;0010;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 10;Sauerstoff;0,4;mg/l
2014-2080;0011;16.06.2014;10:15:00;374556,98;5659393,1;Boje C Sondenparameter 01;Sauerstoff;10,2;mg/l
2014-1574;0001;06.05.2014;08:50:00;373824,01;5659552,24;Forthausener Bach  (11a);Sauerstoff;10,1;mg/l
2014-0252;0024;28.01.2014;10:55:00;375415,4;5659285,28;Boje D Sondenparameter 04;;12,1;
2014-2639;0014;05.08.2014;10:20:00;373059,55;5658958,10;Eturm Sondenparameter 14;Sauerstoff;8,6;mg/l
2014-3662;0038;20.10.2014;11:40:00;376510,19;5660027,58;Boje E Sondenparameter 08;Sauerstoff;9,7;mg/l
2014-1574;0008;06.05.2014;10:00:00;373335,71;5657290,6;Große Heide (14);Sauerstoff;12,9;mg/l
2014-3662;0019;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 09;Sauerstoff;9,3;mg/l
2014-3291;0004;23.09.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 04;Sauerstoff;9,2;mg/l
2014-2080;0019;16.06.2014;10:15:00;374556,98;5659393,1;Boje C Sondenparameter 09;Sauerstoff;8,4;mg/l
2014-1574;0005;06.05.2014;09:45:00;373040,24;5657244,47;Eichholzer Bach (13a);Sauerstoff;10,3;mg/l
2014-3662;0040;20.10.2014;11:40:00;376510,19;5660027,58;Boje E Sondenparameter 10;Sauerstoff;9,7;mg/l
2014-3379;0002;07.10.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 02;Sauerstoff;9,1;mg/l
2014-3662;0036;20.10.2014;11:40:00;376510,19;5660027,58;Boje E Sondenparameter 06;Sauerstoff;9,7;mg/l
2014-2289;0004;08.07.2014;09:25:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Sauerstoff;9,8;mg/l
2014-3662;0030;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 10;Sauerstoff;9,4;mg/l
2014-2290;0006;08.07.2014;10:30:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Sauerstoff;6,4;mg/l
2014-2080;0010;16.06.2014;09:30:00;373719,3;5658588,59;Boje B Sondenparameter 10;Sauerstoff;6,9;mg/l
2014-1574;0006;06.05.2014;09:45:00;373158,43;5657311,86;Eichholz (13);Sauerstoff;8,9;mg/l
2014-3945;0006;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 06;Sauerstoff;9,4;mg/l
2014-3662;0015;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 05;Sauerstoff;9,4;mg/l
2014-3945;0015;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 15;Sauerstoff;6,1;mg/l
2014-3945;0011;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 11;Sauerstoff;9,3;mg/l
2014-4379;0009;09.12.2014;11:10:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Sauerstoff;10,2;mg/l
2014-3662;0033;20.10.2014;11:40:00;376510,19;5660027,58;Boje E Sondenparameter 03;Sauerstoff;9,7;mg/l
2014-1661;0015;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 15;Sauerstoff;9,9;mg/l
2014-0252;0009;28.01.2014;09:20:00;373719,3;5658588,59;Boje B Sondenparameter 09;;11,7;
2014-0252;0008;28.01.2014;09:20:00;373719,3;5658588,59;Boje B Sondenparameter 08;;11,7;
2014-3291;0028;23.09.2014;10:40:00;375415,4;5659285,28;Boje D Sondenparameter 08;Sauerstoff;7,9;mg/l
2014-3662;0018;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 08;Sauerstoff;9,3;mg/l
2014-3662;0023;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 03;Sauerstoff;9,5;mg/l
2014-1661;0004;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 04;Sauerstoff;12,7;mg/l
2014-3662;0027;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 07;Sauerstoff;9,5;mg/l
2014-1661;0009;12.05.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 09;Sauerstoff;11,3;mg/l
2014-2113;0006;23.06.2014;10:50:00;372825,87;5659046;Ablauf Große Dhünn-Talsperre 23;Sauerstoff;12,0;mg/l
2014-3662;0008;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 08;Sauerstoff;3,9;mg/l
2014-3662;0002;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 02;Sauerstoff;9,3;mg/l
2014-3662;0017;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 07;Sauerstoff;9,4;mg/l
2014-0252;0011;28.01.2014;10:20:00;374556,98;5659393,1;Boje C Sondenparameter 01;;12,2;
2014-2291;0013;08.07.2014;10:15:00;373719,3;5658588,59;Boje B 0,5m über Grund;Sauerstoff;5,7;mg/l
2014-3926;0006;10.11.2014;11:05:00;372825,87;5659046;Ablauf Große Dhünn-Talsperre 23;Sauerstoff;10,4;mg/l
2014-2291;0005;08.07.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Sauerstoff;10,6;mg/l
2014-3662;0025;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 05;Sauerstoff;9,5;mg/l
2014-0143;0016;21.01.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 16;;11,4;
2014-2288;0004;08.07.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 04;Sauerstoff;10,4;mg/l
2014-2288;0006;08.07.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 06;Sauerstoff;10,7;mg/l
2014-0365;0011;04.02.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 11;;12,5;
2014-2080;0009;16.06.2014;09:30:00;373719,3;5658588,59;Boje B Sondenparameter 09;Sauerstoff;7,6;mg/l
2014-0365;0004;04.02.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 04;;12,6;
2014-1456;0008;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 08;Sauerstoff;11,9;mg/l
2014-4379;0001;09.12.2014;11:10:00;373719,3;5658588,59;Boje B Tiefenstufe 0m;Sauerstoff;10,7;mg/l
2014-3662;0032;20.10.2014;11:40:00;376510,19;5660027,58;Boje E Sondenparameter 02;Sauerstoff;9,7;mg/l
2014-0143;0014;21.01.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 14;;11,6;
2014-3662;0028;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 08;Sauerstoff;9,4;mg/l
2014-3662;0022;20.10.2014;11:20:00;375415,4;5659285,28;Boje D Sondenparameter 02;Sauerstoff;9,5;mg/l
2014-3662;0005;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 05;Sauerstoff;9,2;mg/l
2014-3291;0022;23.09.2014;10:40:00;375415,4;5659285,28;Boje D Sondenparameter 02;Sauerstoff;9,8;mg/l
2014-1458;0007;29.04.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Sauerstoff;12,0;mg/l
2014-0365;0006;04.02.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 06;;12,6;
2014-0252;0033;28.01.2014;11:15:00;376510,19;5660027,58;Boje E Sondenparameter 03;;12,3;
2014-2289;0005;08.07.2014;09:05:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Sauerstoff;8,9;mg/l
2014-2113;0001;23.06.2014;09:35:00;376669,96;5659426,13;Ablauf Vorsperre Große Dhünn 16;Sauerstoff;10,0;mg/l
2014-3552;0006;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 06;Sauerstoff;8,8;mg/l
2014-3291;0010;23.09.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 10;Sauerstoff;0,9;mg/l
2014-0141;0007;21.01.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;;11,8;
2014-3552;0004;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 04;Sauerstoff;8,9;mg/l
2014-3553;0001;14.10.2014;09:15:00;373167,75;5658729,59;Boje A 0 - 2,5fache Sichttiefe;Sauerstoff;8,9;mg/l
2014-3554;0001;14.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 0m;Sauerstoff;9,1;mg/l
2014-2080;0030;16.06.2014;10:50:00;375415,4;5659285,28;Boje D Sondenparameter 10;Sauerstoff;6,9;mg/l
2014-3554;0009;14.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Sauerstoff;3,7;mg/l
2014-2453;0002;21.07.2014;09:40:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Sauerstoff;9,1;mg/l
2014-1456;0015;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 15;Sauerstoff;10,5;mg/l
2014-2080;0036;16.06.2014;11:15:00;376510,19;5660027,58;Boje E Sondenparameter 06;Sauerstoff;10,5;mg/l
2014-3554;0010;14.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;Sauerstoff;0,7;mg/l
2014-3552;0015;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 15;Sauerstoff;1,7;mg/l
2014-3377;0013;07.10.2014;10:40:00;373719,3;5658588,59;Boje B 0,5m über Grund;Sauerstoff;0,4;mg/l
2014-3552;0011;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 11;Sauerstoff;7,4;mg/l
2014-0410;0001;04.02.2014;08:45:00;373824,01;5659552,24;Forthausener Bach  (11a);;11,5;
2014-1456;0005;29.04.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 05;Sauerstoff;12,5;mg/l
2014-3291;0035;23.09.2014;11:10:00;376510,19;5660027,58;Boje E Sondenparameter 05;Sauerstoff;10,1;mg/l
2014-3944;0013;11.11.2014;11:05:00;373719,3;5658588,59;Boje B 0,5m über Grund;Sauerstoff;0,6;mg/l
2014-4351;0004;08.12.2014;11:10:00;376892,89;5661218,13;Ablauf Vorsperre Kleine Dhünn 19;Sauerstoff;10,2;mg/l
2014-0143;0001;21.01.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 01;;11,9;
2014-3291;0019;23.09.2014;10:00:00;374556,98;5659393,1;Boje C Sondenparameter 09;Sauerstoff;3,8;mg/l
2014-3945;0007;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 07;Sauerstoff;9,4;mg/l
2014-0144;0006;21.01.2014;11:35:00;380443,57;5661900,45;Purder Bach;;12,1;
2014-0252;0001;28.01.2014;09:20:00;373719,3;5658588,59;Boje B Sondenparameter 01;;12,0;
2014-3945;0003;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 03;Sauerstoff;9,5;mg/l
2014-3552;0016;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 16;Sauerstoff;0,7;mg/l
2014-1458;0010;29.04.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;Sauerstoff;10,6;mg/l
2014-4378;0005;09.12.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 05;Sauerstoff;10,3;mg/l
2014-0365;0014;04.02.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 14;;12,4;
2014-4378;0013;09.12.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 13;Sauerstoff;10,1;mg/l
2014-3840;0006;04.11.2014;10:50:00;380443,57;5661900,45;Purder Bach;Sauerstoff;10,2;mg/l
2014-3552;0010;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 10;Sauerstoff;7,8;mg/l
2014-3944;0005;11.11.2014;11:05:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Sauerstoff;9,4;mg/l
2014-3379;0003;07.10.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 03;Sauerstoff;9,1;mg/l
2014-3552;0013;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 13;Sauerstoff;5,2;mg/l
2014-0365;0008;04.02.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 08;;12,5;
2014-3554;0013;14.10.2014;10:50:00;373719,3;5658588,59;Boje B 0,5m über Grund;Sauerstoff;0,7;mg/l
2014-0324;0007;28.01.2014;09:10:00;373263,14;5657164,12;Große Heider Delle (14a);;11,2;
2014-1856;0012;27.05.2014;10:30:00;373059,55;5658958,10;Eturm Sondenparameter 12;Sauerstoff;9,6;mg/l
2014-2128;0007;24.06.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 07;Sauerstoff;10,7;mg/l
2014-3552;0007;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 07;Sauerstoff;8,7;mg/l
2014-3945;0013;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 13;Sauerstoff;9,0;mg/l
2014-3945;0005;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 05;Sauerstoff;9,4;mg/l
2014-3554;0005;14.10.2014;10:50:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Sauerstoff;9,0;mg/l
2014-0142;0008;21.01.2014;10:15:00;373335,71;5657290,6;Große Heide (14);;11,4;
2014-2291;0003;08.07.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 4m;Sauerstoff;9,9;mg/l
2014-3662;0009;20.10.2014;09:50:00;373719,3;5658588,59;Boje B Sondenparameter 09;Sauerstoff;0,7;mg/l
2014-3291;0006;23.09.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 06;Sauerstoff;6,7;mg/l
2014-2291;0007;08.07.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Sauerstoff;10,7;mg/l
2014-3662;0011;20.10.2014;10:40:00;374556,98;5659393,1;Boje C Sondenparameter 01;Sauerstoff;9,5;mg/l
2014-2288;0011;08.07.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 11;Sauerstoff;14,4;mg/l
2014-2288;0015;08.07.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 15;Sauerstoff;6,9;mg/l
2014-3379;0008;07.10.2014;09:25:00;373059,55;5658958,10;Eturm Sondenparameter 08;Sauerstoff;9,0;mg/l
2014-0364;0006;04.02.2014;10:30:00;373719,3;5658588,59;Boje B Tiefenstufe 10m;;12,5;
2014-3945;0002;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 02;Sauerstoff;9,6;mg/l
2014-0252;0004;28.01.2014;09:20:00;373719,3;5658588,59;Boje B Sondenparameter 04;;11,9;
2014-1574;0007;06.05.2014;10:05:00;373263,14;5657164,12;Große Heider Delle (14a);Sauerstoff;9,7;mg/l
2014-1574;0002;06.05.2014;08:50:00;373881,03;5659471,38;Engerfeld (11);Sauerstoff;11,8;mg/l
2014-3377;0005;07.10.2014;10:40:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Sauerstoff;9,0;mg/l
2014-1458;0013;29.04.2014;09:00:00;373719,3;5658588,59;Boje B 0,5m über Grund;Sauerstoff;9,8;mg/l
2014-3552;0005;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 05;Sauerstoff;8,8;mg/l
2014-3945;0008;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 08;Sauerstoff;9,4;mg/l
2014-0364;0004;04.02.2014;10:30:00;373719,3;5658588,59;Boje B Tiefenstufe 6m;;12,6;
2014-3552;0002;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 02;Sauerstoff;9,0;mg/l
2014-3945;0010;11.11.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 10;Sauerstoff;9,4;mg/l
2014-3552;0008;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 08;Sauerstoff;8,3;mg/l
2014-1574;0003;06.05.2014;09:30:00;372999,81;5657660,2;Breibach (12a);Sauerstoff;10,4;mg/l
2014-3552;0003;14.10.2014;09:15:00;373059,55;5658958,10;Eturm Sondenparameter 03;Sauerstoff;8,9;mg/l
2014-0252;0026;28.01.2014;10:55:00;375415,4;5659285,28;Boje D Sondenparameter 06;;12,0;
2014-1574;0004;06.05.2014;09:20:00;373098,3;5657652,94;Breibacher Berg (12);Sauerstoff;10,0;mg/l
2014-2129;0010;24.06.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;Sauerstoff;7,1;mg/l
2014-1427;0028;22.04.2014;09:00:00;375415,4;5659285,28;Boje D Sondenparameter 08;Sauerstoff;11,9;mg/l
2014-2640;0009;05.08.2014;11:50:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Sauerstoff;9,0;mg/l
2014-3841;0006;04.11.2014;09:30:00;373158,43;5657311,86;Eichholz (13);Sauerstoff;10,1;mg/l
2014-0907;0003;18.03.2014;09:25:00;372999,81;5657660,2;Breibach (12a);Sauerstoff;11,2;mg/l
2014-2833;0009;19.08.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 09;Sauerstoff;8,4;mg/l
2014-0142;0007;21.01.2014;10:30:00;373263,14;5657164,12;Große Heider Delle (14a);;11,6;
2014-0905;0001;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 01;Sauerstoff;13,2;mg/l
2014-2640;0013;05.08.2014;11:50:00;373719,3;5658588,59;Boje B 0,5m über Grund;Sauerstoff;4,0;mg/l
2014-3748;0001;28.10.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 01;Sauerstoff;9,1;mg/l
2014-0908;0010;18.03.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;Sauerstoff;12,5;mg/l
2014-0532;0011;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 11;Sauerstoff;12,4;mg/l
2014-1317;0007;15.04.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Sauerstoff;12,5;mg/l
2014-2834;0005;18.08.2014;08:30:00;377392,46;5661995,83;Zulauf Kleine Dhünn 20;Sauerstoff;10,0;mg/l
2014-1858;0007;27.05.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 15m;Sauerstoff;11,6;mg/l
2014-0532;0013;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 13;Sauerstoff;12,3;mg/l
2014-2833;0008;19.08.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 08;Sauerstoff;7,7;mg/l
2014-3004;0002;02.09.2014;09:45:00;379710,6;5661021,29;Zulauf Große Dhünn 17;Sauerstoff;10,3;mg/l
2014-1858;0002;27.05.2014;11:30:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Sauerstoff;10,3;mg/l
2014-2835;0001;19.08.2014;09:00:00;373167,75;5658729,59;Boje A 0 - 2,5fache Sichttiefe;Sauerstoff;9,0;mg/l
2014-1427;0040;22.04.2014;09:00:00;376510,19;5660027,58;Boje E Sondenparameter 10;Sauerstoff;12,5;mg/l
2014-2020;0016;10.06.2014;11:00:00;373059,55;5658958,10;Eturm Sondenparameter 16;Sauerstoff;7,4;mg/l
2014-0905;0003;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 03;Sauerstoff;13,1;mg/l
2014-3220;0006;16.09.2014;10:35:00;381257,41;5658292,6;Kürtener Sülz vor Ültg. 22;Sauerstoff;8,3;mg/l
2014-0907;0004;18.03.2014;09:20:00;373098,3;5657652,94;Breibacher Berg (12);Sauerstoff;13,5;mg/l
2014-0908;0009;18.03.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 25m;Sauerstoff;12,6;mg/l
2014-2022;0010;10.06.2014;09:00:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;Sauerstoff;8,2;mg/l
2014-4261;0001;02.12.2014;08:55:00;373824,01;5659552,24;Forthausener Bach  (11a);Sauerstoff;11,5;mg/l
2014-0532;0004;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 04;Sauerstoff;12,6;mg/l
2014-3223;0010;16.09.2014;09:30:00;373059,55;5658958,10;Eturm Sondenparameter 10;Sauerstoff;6,8;mg/l
2014-0144;0003;21.01.2014;12:20:00;379087,89;5664390,59;Knochenmühle;;12,0;
2014-2639;0011;05.08.2014;10:20:00;373059,55;5658958,10;Eturm Sondenparameter 11;Sauerstoff;10,7;mg/l
2014-0504;0038;10.02.2014;10:55:00;376510,19;5660027,58;Boje E Sondenparameter 08;;12,5;
2014-0532;0006;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 06;Sauerstoff;12,5;mg/l
2014-2639;0015;05.08.2014;10:20:00;373059,55;5658958,10;Eturm Sondenparameter 15;Sauerstoff;5,0;mg/l
2014-0533;0001;18.02.2014;09:00:00;373167,75;5658729,59;Boje A 0 - 2,5fache Sichttiefe;Sauerstoff;12,6;mg/l
2014-0905;0002;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 02;Sauerstoff;13,2;mg/l
2014-2833;0012;19.08.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 12;Sauerstoff;10,1;mg/l
2014-2833;0001;19.08.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 01;Sauerstoff;9,6;mg/l
2014-2836;0002;19.08.2014;10:25:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Sauerstoff;9,6;mg/l
2014-2836;0008;19.08.2014;10:25:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Sauerstoff;7,7;mg/l
2014-2471;0002;22.07.2014;11:15:00;373719,3;5658588,59;Boje B Tiefenstufe 2m;Sauerstoff;10,0;mg/l
2014-2836;0001;19.08.2014;10:25:00;373719,3;5658588,59;Boje B Tiefenstufe 0m;Sauerstoff;9,6;mg/l
2014-1938;0005;02.06.2014;10:55:00;381231,49;5661929,47;Boxberg;Sauerstoff;10,7;mg/l
2014-2641;0006;04.08.2014;10:40:00;372825,87;5659046;Ablauf Große Dhünn-Talsperre 23;Sauerstoff;9,2;mg/l
2014-0532;0010;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 10;Sauerstoff;12,4;mg/l
2014-0504;0010;10.02.2014;09:00:00;373719,3;5658588,59;Boje B Sondenparameter 10;;12,1;
2014-0363;0001;04.02.2014;09:25:00;373167,75;5658729,59;Boje A 0 - 2,5fache Sichttiefe;;12,6;
2014-0532;0002;18.02.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 02;Sauerstoff;12,6;mg/l
2014-4538;0005;22.12.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 05;Sauerstoff;11,2;mg/l
2014-0013;0008;07.01.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 08;;11,4;
2014-0504;0018;10.02.2014;09:50:00;374556,98;5659393,1;Boje C Sondenparameter 08;;12,4;
2014-2020;0013;10.06.2014;11:00:00;373059,55;5658958,10;Eturm Sondenparameter 13;Sauerstoff;9,1;mg/l
2014-0504;0029;10.02.2014;10:30:00;375415,4;5659285,28;Boje D Sondenparameter 09;;12,4;
2014-2471;0008;22.07.2014;11:15:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Sauerstoff;11,9;mg/l
2014-4538;0013;22.12.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 13;Sauerstoff;11,1;mg/l
2014-1086;0006;31.03.2014;11:15:00;372825,87;5659046;Ablauf Große Dhünn-Talsperre 23;Sauerstoff;12,2;mg/l
2014-2833;0002;19.08.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 02;Sauerstoff;9,6;mg/l
2014-0013;0005;07.01.2014;10:10:00;373059,55;5658958,10;Eturm Sondenparameter 05;;11,5;
2014-1317;0005;15.04.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 8m;Sauerstoff;12,7;mg/l
2014-0905;0012;18.03.2014;09:00:00;373059,55;5658958,10;Eturm Sondenparameter 12;Sauerstoff;12,5;mg/l
2014-0012;0010;07.01.2014;09:20:00;373719,3;5658588,59;Boje B Tiefenstufe 30m;;11,3;
2014-2834;0006;18.08.2014;11:25:00;372825,87;5659046;Ablauf Große Dhünn-Talsperre 23;Sauerstoff;8,8;mg/l
2014-1315;0002;15.04.2014;08:30:00;373059,55;5658958,10;Eturm Sondenparameter 02;Sauerstoff;12,5;mg/l
2014-2080;0018;16.06.2014;10:15:00;374556,98;5659393,1;Boje C Sondenparameter 08;Sauerstoff;10,0;mg/l
2014-1317;0008;15.04.2014;10:15:00;373719,3;5658588,59;Boje B Tiefenstufe 20m;Sauerstoff;12,1;mg/l
